Date,reach_id,wse,wse_units
2023-08-02 10:13:58+00:00,45244400861,836.1383,m
2023-08-23 06:59:03+00:00,45244400861,826.9895,m
2023-09-01 18:30:04+00:00,45244400861,851.0583,m
2023-09-13 03:44:09+00:00,45244400861,825.6026,m
2023-10-04 00:29:11+00:00,45244400861,825.1464,m
2023-10-24 21:14:16+00:00,45244400861,824.6796,m
2023-11-03 08:45:17+00:00,45244400861,829.2206,m
2023-11-14 17:59:21+00:00,45244400861,824.1327,m
2023-11-24 05:30:22+00:00,45244400861,835.3721,m
2023-12-05 14:44:26+00:00,45244400861,824.5424,m
2023-12-15 02:15:26+00:00,45244400861,956.6472,m
2024-01-04 23:00:33+00:00,45244400861,829.0781,m
2024-01-25 19:45:38+00:00,45244400861,901.7433,m
2024-02-06 04:59:42+00:00,45244400861,823.666,m
2024-02-15 16:30:43+00:00,45244400861,843.4954,m
2024-02-27 01:44:47+00:00,45244400861,823.4398,m
2024-03-07 13:15:47+00:00,45244400861,841.9262,m
2024-03-28 10:00:51+00:00,45244400861,858.7466,m
2024-04-08 19:14:54+00:00,45244400861,823.3137,m
2024-04-18 06:45:57+00:00,45244400861,842.576,m
2024-04-29 15:59:59+00:00,45244400861,824.3206,m
2024-05-09 03:31:00+00:00,45244400861,833.2548,m
2024-05-20 12:45:04+00:00,45244400861,827.7658,m
2024-05-30 00:16:06+00:00,45244400861,1070.8694,m
2024-06-10 09:30:10+00:00,45244400861,823.9639,m
2024-06-19 21:01:10+00:00,45244400861,839.8194,m
2024-07-01 06:15:13+00:00,45244400861,826.1784,m
2024-07-10 17:46:14+00:00,45244400861,857.2501,m
2024-07-22 03:00:18+00:00,45244400861,829.6716,m
2024-07-31 14:31:18+00:00,45244400861,840.3318,m
2024-08-11 23:45:23+00:00,45244400861,826.1738,m
2024-08-21 11:16:23+00:00,45244400861,918.315,m
2024-09-01 20:30:28+00:00,45244400861,826.2375,m
2024-09-11 08:01:29+00:00,45244400861,827.9628,m
2024-09-22 17:15:35+00:00,45244400861,826.3074,m
2024-10-02 04:46:37+00:00,45244400861,1141.3859,m
2024-10-13 14:00:39+00:00,45244400861,824.9477,m
2024-10-23 01:31:41+00:00,45244400861,907.3617,m
2024-11-03 10:45:43+00:00,45244400861,823.9451,m
2024-11-12 22:16:44+00:00,45244400861,853.1908,m
2024-11-24 07:30:49+00:00,45244400861,823.6618,m
2024-12-03 19:01:49+00:00,45244400861,863.6774,m
2024-12-24 15:46:54+00:00,45244400861,829.4208,m
2025-01-05 01:00:57+00:00,45244400861,823.4425,m
2025-01-14 12:31:58+00:00,45244400861,839.7421,m
2025-01-25 21:46:02+00:00,45244400861,824.4902,m
2025-02-04 09:17:02+00:00,45244400861,852.9508,m
2025-02-15 18:31:06+00:00,45244400861,824.5043,m
2025-02-25 06:02:08+00:00,45244400861,855.2016,m
2025-03-08 15:16:10+00:00,45244400861,824.074,m
2025-03-29 12:01:15+00:00,45244400861,824.651,m
2025-04-07 23:32:15+00:00,45244400861,845.8241,m
2025-04-19 08:46:21+00:00,45244400861,824.27,m
