Date,reach_id,wse,wse_units
2023-07-26 23:18:05+00:00,45220500221,13.069,m
2023-08-08 08:35:40+00:00,45220500221,12.3734,m
2023-08-29 05:20:45+00:00,45220500221,15.7702,m
2023-09-06 16:48:17+00:00,45220500221,13.4862,m
2023-09-19 02:05:51+00:00,45220500221,12.1217,m
2023-10-09 22:50:52+00:00,45220500221,11.3825,m
2023-10-18 10:18:24+00:00,45220500221,9.2183,m
2023-10-30 19:35:58+00:00,45220500221,8.4737,m
2023-11-08 07:03:29+00:00,45220500221,7.2174,m
2023-11-20 16:21:11+00:00,45220500221,11.9238,m
2023-11-29 03:48:35+00:00,45220500221,7.1385,m
2023-12-11 13:06:07+00:00,45220500221,9.9526,m
2023-12-20 00:33:38+00:00,45220500221,8.9091,m
2024-01-01 09:51:14+00:00,45220500221,7.4796,m
2024-01-09 21:18:44+00:00,45220500221,6.6208,m
2024-01-30 18:03:50+00:00,45220500221,9.0554,m
2024-02-12 03:21:24+00:00,45220500221,6.8143,m
2024-02-20 14:48:55+00:00,45220500221,7.0306,m
2024-03-04 00:06:29+00:00,45220500221,7.1249,m
2024-03-12 11:33:58+00:00,45220500221,6.5935,m
2024-03-24 20:51:32+00:00,45220500221,7.9316,m
2024-04-02 08:19:02+00:00,45220500221,10.0198,m
2024-04-14 17:36:37+00:00,45220500221,8.0738,m
2024-04-23 05:04:09+00:00,45220500221,10.0699,m
2024-05-05 14:21:41+00:00,45220500221,11.8796,m
2024-05-14 01:49:13+00:00,45220500221,9.8932,m
2024-05-26 11:06:46+00:00,45220500221,7.7647,m
2024-06-03 22:34:18+00:00,45220500221,16.0563,m
2024-06-16 07:51:52+00:00,45220500221,16.0236,m
2024-07-07 04:36:54+00:00,45220500221,16.6873,m
2024-07-15 16:04:26+00:00,45220500221,16.5324,m
2024-07-28 01:22:00+00:00,45220500221,15.1677,m
2024-08-05 12:49:30+00:00,45220500221,14.9503,m
2024-08-17 22:07:04+00:00,45220500221,14.8639,m
2024-08-26 09:34:35+00:00,45220500221,15.5622,m
2024-09-07 18:52:10+00:00,45220500221,14.7459,m
2024-09-16 06:19:41+00:00,45220500221,12.939,m
2024-09-28 15:37:18+00:00,45220500221,11.3401,m
2024-10-07 03:04:48+00:00,45220500221,13.5359,m
2024-10-19 12:22:22+00:00,45220500221,12.0747,m
2024-10-27 23:49:52+00:00,45220500221,11.6659,m
2024-11-17 20:34:56+00:00,45220500221,8.1374,m
2024-11-30 05:52:31+00:00,45220500221,7.3256,m
2024-12-08 17:20:01+00:00,45220500221,8.2533,m
2024-12-21 02:37:34+00:00,45220500221,7.4398,m
2024-12-29 14:05:06+00:00,45220500221,8.3757,m
2025-01-19 10:50:10+00:00,45220500221,7.5897,m
2025-01-31 20:07:43+00:00,45220500221,8.6549,m
2025-02-09 07:35:13+00:00,45220500221,6.5712,m
2025-02-21 16:52:48+00:00,45220500221,7.3933,m
2025-03-02 04:20:19+00:00,45220500221,6.4443,m
2025-03-14 13:37:52+00:00,45220500221,9.9145,m
2025-04-04 10:22:55+00:00,45220500221,9.2719,m
2025-04-12 21:50:28+00:00,45220500221,9.0724,m
2025-04-25 07:08:02+00:00,45220500221,8.7277,m
