Date,reach_id,wse,wse_units
2023-08-03 10:16:18+00:00,45247200991,475.6259,m
2023-09-04 05:24:12+00:00,45247200991,472.2631,m
2023-11-03 08:43:28+00:00,45247200991,471.2206,m
2023-11-05 19:39:25+00:00,45247200991,476.8794,m
2023-11-24 05:28:33+00:00,45247200991,467.2109,m
2023-11-26 16:24:30+00:00,45247200991,471.3687,m
2023-12-17 13:09:34+00:00,45247200991,471.6288,m
2024-01-07 09:54:40+00:00,45247200991,461.9227,m
2024-01-25 19:43:49+00:00,45247200991,450.9837,m
2024-03-10 00:09:54+00:00,45247200991,453.6681,m
2024-03-30 20:54:58+00:00,45247200991,471.3405,m
2024-04-20 17:40:05+00:00,45247200991,464.7283,m
2024-05-09 03:29:11+00:00,45247200991,484.7531,m
2024-06-01 11:10:14+00:00,45247200991,470.8314,m
2024-06-22 07:55:18+00:00,45247200991,458.7751,m
2024-07-10 17:44:24+00:00,45247200991,480.2142,m
2024-07-13 04:40:22+00:00,45247200991,477.038,m
2024-07-31 14:29:29+00:00,45247200991,479.5081,m
2024-08-03 01:25:26+00:00,45247200991,471.2794,m
2024-08-12 23:47:43+00:00,45247200991,490.6343,m
2024-08-21 11:14:42+00:00,45247200991,472.4906,m
2024-08-23 22:10:29+00:00,45247200991,471.7016,m
2024-09-11 07:59:39+00:00,45247200991,476.1349,m
2024-09-13 18:55:36+00:00,45247200991,473.1295,m
2024-10-02 04:44:48+00:00,45247200991,472.8396,m
2024-11-15 09:10:52+00:00,45247200991,473.1411,m
2024-11-25 07:33:09+00:00,45247200991,470.0738,m
2024-12-03 19:00:00+00:00,45247200991,478.3424,m
2024-12-06 05:55:56+00:00,45247200991,470.0246,m
2024-12-24 15:45:04+00:00,45247200991,465.1646,m
2024-12-27 02:41:02+00:00,45247200991,471.3599,m
2025-01-14 12:30:08+00:00,45247200991,497.2217,m
2025-01-16 23:26:06+00:00,45247200991,469.1885,m
2025-02-06 20:11:09+00:00,45247200991,469.8034,m
2025-02-27 16:56:15+00:00,45247200991,469.7691,m
2025-03-20 13:41:19+00:00,45247200991,469.927,m
2025-04-10 10:26:23+00:00,45247200991,467.4207,m
2025-04-20 08:48:41+00:00,45247200991,466.2888,m
2025-05-01 07:11:29+00:00,45247200991,467.012,m
