Date,reach_id,wse,wse_units
2023-08-11 08:36:14+00:00,45243601181,1323.9578,m
2023-08-30 18:28:32+00:00,45243601181,1058.0257,m
2023-09-01 05:21:19+00:00,45243601181,1252.0853,m
2023-09-20 15:13:37+00:00,45243601181,1197.7803,m
2023-10-11 11:58:40+00:00,45243601181,925.3901,m
2023-10-12 22:51:27+00:00,45243601181,1290.7991,m
2023-11-01 08:43:45+00:00,45243601181,980.3078,m
2023-11-02 19:36:32+00:00,45243601181,1080.189,m
2023-11-22 05:28:50+00:00,45243601181,949.0355,m
2023-11-23 16:21:37+00:00,45243601181,1221.713,m
2023-12-13 02:13:54+00:00,45243601181,893.6578,m
2023-12-14 13:06:41+00:00,45243601181,1029.6119,m
2024-01-02 22:59:01+00:00,45243601181,873.299,m
2024-01-04 09:51:48+00:00,45243601181,1044.0219,m
2024-01-25 06:36:53+00:00,45243601181,1068.8956,m
2024-02-13 16:29:11+00:00,45243601181,846.7417,m
2024-02-15 03:21:58+00:00,45243601181,1040.9822,m
2024-03-05 13:14:15+00:00,45243601181,854.0528,m
2024-03-07 00:07:02+00:00,45243601181,1015.4556,m
2024-03-26 09:59:19+00:00,45243601181,955.7069,m
2024-03-27 20:52:06+00:00,45243601181,1199.3489,m
2024-04-16 06:44:25+00:00,45243601181,930.6133,m
2024-04-17 17:37:12+00:00,45243601181,1185.1983,m
2024-05-07 03:29:28+00:00,45243601181,906.771,m
2024-05-08 14:22:15+00:00,45243601181,1086.8141,m
2024-05-28 00:14:33+00:00,45243601181,929.8884,m
2024-05-29 11:07:20+00:00,45243601181,1082.8283,m
2024-06-17 20:59:38+00:00,45243601181,906.9781,m
2024-06-19 07:52:25+00:00,45243601181,1025.8266,m
2024-07-08 17:44:41+00:00,45243601181,920.2911,m
2024-07-10 04:37:28+00:00,45243601181,1200.9932,m
2024-07-31 01:22:33+00:00,45243601181,1282.8261,m
2024-08-19 11:14:51+00:00,45243601181,1030.0096,m
2024-08-20 22:07:37+00:00,45243601181,1245.2108,m
2024-09-09 07:59:57+00:00,45243601181,911.953,m
2024-09-10 18:52:43+00:00,45243601181,1356.2802,m
2024-09-30 04:45:05+00:00,45243601181,974.6486,m
2024-10-01 15:37:52+00:00,45243601181,1289.4396,m
2024-10-21 01:30:09+00:00,45243601181,896.1566,m
2024-10-22 12:22:55+00:00,45243601181,1010.6737,m
2024-11-12 09:07:59+00:00,45243601181,1181.8748,m
2024-12-01 19:00:17+00:00,45243601181,841.9422,m
2024-12-03 05:53:04+00:00,45243601181,1017.8439,m
2024-12-22 15:45:21+00:00,45243601181,1043.9326,m
2024-12-24 02:38:09+00:00,45243601181,1072.9361,m
2025-01-13 23:23:12+00:00,45243601181,1020.6176,m
2025-02-02 09:15:30+00:00,45243601181,858.1342,m
2025-02-03 20:08:16+00:00,45243601181,1105.3467,m
2025-02-23 06:00:35+00:00,45243601181,884.1108,m
2025-02-24 16:53:22+00:00,45243601181,965.2577,m
2025-03-16 02:45:40+00:00,45243601181,875.7213,m
2025-03-17 13:38:26+00:00,45243601181,974.2352,m
2025-04-05 23:30:43+00:00,45243601181,817.3648,m
2025-04-07 10:23:30+00:00,45243601181,947.3472,m
2025-04-26 20:15:49+00:00,45243601181,933.0189,m
2025-04-28 07:08:36+00:00,45243601181,855.8543,m
