Date,reach_id,wse,wse_units
2023-08-29 18:27:22+00:00,45241600521,50.8829,m
2023-09-19 15:12:27+00:00,45241600521,48.6056,m
2023-09-21 02:06:32+00:00,45241600521,48.4281,m
2023-10-10 11:57:29+00:00,45241600521,49.2701,m
2023-10-11 22:51:34+00:00,45241600521,51.4664,m
2023-10-31 08:42:35+00:00,45241600521,48.1155,m
2023-11-01 19:36:40+00:00,45241600521,48.5921,m
2023-11-21 05:27:40+00:00,45241600521,47.8102,m
2023-11-22 16:21:45+00:00,45241600521,48.6426,m
2023-12-12 02:12:44+00:00,45241600521,48.8526,m
2023-12-13 13:06:49+00:00,45241600521,48.4099,m
2024-01-01 22:57:51+00:00,45241600521,48.0186,m
2024-01-03 09:51:56+00:00,45241600521,47.8736,m
2024-02-12 16:28:01+00:00,45241600521,47.8246,m
2024-02-14 03:22:06+00:00,45241600521,48.0222,m
2024-03-04 13:13:05+00:00,45241600521,47.7713,m
2024-03-06 00:07:10+00:00,45241600521,47.6515,m
2024-03-25 09:58:09+00:00,45241600521,47.4866,m
2024-03-26 20:52:14+00:00,45241600521,48.385,m
2024-04-15 06:43:15+00:00,45241600521,47.2897,m
2024-04-16 17:37:20+00:00,45241600521,47.3533,m
2024-05-06 03:28:18+00:00,45241600521,46.9386,m
2024-05-07 14:22:23+00:00,45241600521,47.0289,m
2024-05-27 00:13:23+00:00,45241600521,47.3246,m
2024-05-28 11:07:28+00:00,45241600521,47.2219,m
2024-06-16 20:58:28+00:00,45241600521,48.8032,m
2024-06-18 07:52:34+00:00,45241600521,49.012,m
2024-07-07 17:43:31+00:00,45241600521,50.9035,m
2024-07-28 14:28:37+00:00,45241600521,50.0185,m
2024-08-18 11:13:41+00:00,45241600521,49.5887,m
2024-09-08 07:58:47+00:00,45241600521,48.4819,m
2024-09-09 18:52:52+00:00,45241600521,48.7793,m
2024-09-30 15:38:00+00:00,45241600521,50.7243,m
2024-10-20 01:28:59+00:00,45241600521,48.8511,m
2024-10-21 12:23:04+00:00,45241600521,48.7855,m
2024-11-30 18:59:07+00:00,45241600521,48.5156,m
2024-12-02 05:53:12+00:00,45241600521,48.7643,m
2024-12-21 15:44:11+00:00,45241600521,48.5662,m
2024-12-23 02:38:16+00:00,45241600521,48.1639,m
2025-02-01 09:14:20+00:00,45241600521,47.9376,m
2025-02-02 20:08:25+00:00,45241600521,48.1763,m
2025-02-22 05:59:25+00:00,45241600521,47.8668,m
2025-02-23 16:53:30+00:00,45241600521,47.9217,m
2025-03-15 02:44:29+00:00,45241600521,47.3117,m
2025-03-16 13:38:34+00:00,45241600521,47.4829,m
2025-04-04 23:29:32+00:00,45241600521,47.6227,m
2025-04-06 10:23:38+00:00,45241600521,47.191,m
2025-04-25 20:14:39+00:00,45241600521,47.6123,m
2025-04-27 07:08:44+00:00,45241600521,47.2365,m
