Date,reach_id,wse,wse_units
2023-08-11 08:36:23+00:00,45243601271,529.2155,m
2023-08-30 18:28:23+00:00,45243601271,521.9576,m
2023-09-01 05:21:28+00:00,45243601271,521.4724,m
2023-09-20 15:13:28+00:00,45243601271,521.2532,m
2023-10-11 11:58:30+00:00,45243601271,520.9633,m
2023-10-12 22:51:36+00:00,45243601271,520.6215,m
2023-11-01 08:43:36+00:00,45243601271,520.4366,m
2023-11-02 19:36:41+00:00,45243601271,519.9352,m
2023-11-22 05:28:41+00:00,45243601271,520.0257,m
2023-11-23 16:21:47+00:00,45243601271,520.0128,m
2023-12-13 02:13:45+00:00,45243601271,519.0936,m
2023-12-14 13:06:50+00:00,45243601271,519.852,m
2024-01-02 22:58:52+00:00,45243601271,519.6672,m
2024-01-04 09:51:57+00:00,45243601271,519.5236,m
2024-01-25 06:37:03+00:00,45243601271,519.5116,m
2024-02-13 16:29:02+00:00,45243601271,519.4835,m
2024-02-15 03:22:07+00:00,45243601271,518.602,m
2024-03-05 13:14:06+00:00,45243601271,519.6034,m
2024-03-07 00:07:11+00:00,45243601271,519.2113,m
2024-03-26 09:59:10+00:00,45243601271,519.396,m
2024-03-27 20:52:15+00:00,45243601271,530.8961,m
2024-04-16 06:44:16+00:00,45243601271,519.643,m
2024-04-17 17:37:21+00:00,45243601271,521.3272,m
2024-05-07 03:29:19+00:00,45243601271,519.655,m
2024-05-08 14:22:24+00:00,45243601271,519.4338,m
2024-05-28 00:14:24+00:00,45243601271,520.6697,m
2024-05-29 11:07:30+00:00,45243601271,520.9371,m
2024-06-17 20:59:29+00:00,45243601271,520.9152,m
2024-06-19 07:52:35+00:00,45243601271,524.6237,m
2024-07-08 17:44:32+00:00,45243601271,521.5632,m
2024-07-10 04:37:38+00:00,45243601271,522.3014,m
2024-07-31 01:22:43+00:00,45243601271,606.5542,m
2024-08-19 11:14:42+00:00,45243601271,522.5895,m
2024-08-20 22:07:47+00:00,45243601271,581.2809,m
2024-09-09 07:59:48+00:00,45243601271,521.844,m
2024-09-10 18:52:53+00:00,45243601271,521.9829,m
2024-09-30 04:44:56+00:00,45243601271,522.0167,m
2024-10-01 15:38:01+00:00,45243601271,522.8232,m
2024-10-21 01:29:59+00:00,45243601271,520.7844,m
2024-10-22 12:23:05+00:00,45243601271,521.4473,m
2024-11-12 09:08:09+00:00,45243601271,521.6845,m
2024-12-01 19:00:08+00:00,45243601271,520.3697,m
2024-12-03 05:53:14+00:00,45243601271,518.486,m
2024-12-22 15:45:12+00:00,45243601271,520.4377,m
2024-12-24 02:38:18+00:00,45243601271,519.5784,m
2025-01-13 23:23:22+00:00,45243601271,519.9776,m
2025-02-02 09:15:21+00:00,45243601271,519.5919,m
2025-02-03 20:08:26+00:00,45243601271,521.0218,m
2025-02-23 06:00:26+00:00,45243601271,519.6188,m
2025-02-24 16:53:31+00:00,45243601271,520.2798,m
2025-03-16 02:45:30+00:00,45243601271,521.7277,m
2025-03-17 13:38:36+00:00,45243601271,520.042,m
2025-04-05 23:30:34+00:00,45243601271,522.5642,m
2025-04-07 10:23:39+00:00,45243601271,520.5559,m
2025-04-26 20:15:40+00:00,45243601271,519.2631,m
2025-04-28 07:08:45+00:00,45243601271,519.2118,m
