Date,reach_id,wse,wse_units
2023-07-31 23:21:30+00:00,45244300771,114.3374,m
2023-08-02 10:14:38+00:00,45244300771,104.2008,m
2023-08-21 20:06:36+00:00,45244300771,114.5396,m
2023-08-23 06:59:43+00:00,45244300771,105.1171,m
2023-09-11 16:51:42+00:00,45244300771,114.9072,m
2023-10-02 13:36:44+00:00,45244300771,114.0392,m
2023-10-04 00:29:51+00:00,45244300771,105.7062,m
2023-10-23 10:21:49+00:00,45244300771,113.3846,m
2023-10-24 21:14:56+00:00,45244300771,115.3774,m
2023-11-13 07:06:54+00:00,45244300771,112.9447,m
2023-12-04 03:51:59+00:00,45244300771,112.5558,m
2023-12-05 14:45:07+00:00,45244300771,113.4504,m
2024-01-14 21:22:09+00:00,45244300771,113.7256,m
2024-02-04 18:07:15+00:00,45244300771,114.8006,m
2024-02-06 05:00:22+00:00,45244300771,110.5873,m
2024-02-25 14:52:20+00:00,45244300771,113.8092,m
2024-02-27 01:45:28+00:00,45244300771,113.7957,m
2024-04-07 08:22:27+00:00,45244300771,112.602,m
2024-04-08 19:15:35+00:00,45244300771,113.5131,m
2024-04-29 16:00:40+00:00,45244300771,112.46,m
2024-05-19 01:52:37+00:00,45244300771,112.1062,m
2024-05-20 12:45:44+00:00,45244300771,112.3951,m
2024-06-08 22:37:43+00:00,45244300771,113.697,m
2024-06-10 09:30:50+00:00,45244300771,112.2006,m
2024-06-29 19:22:46+00:00,45244300771,114.7445,m
2024-07-01 06:15:53+00:00,45244300771,108.6771,m
2024-07-20 16:07:51+00:00,45244300771,115.1335,m
2024-07-22 03:00:59+00:00,45244300771,103.5228,m
2024-08-11 23:46:03+00:00,45244300771,110.7021,m
2024-08-31 09:38:01+00:00,45244300771,114.5974,m
2024-09-01 20:31:08+00:00,45244300771,115.2077,m
2024-09-21 06:23:07+00:00,45244300771,114.8521,m
2024-11-01 23:53:16+00:00,45244300771,113.8472,m
2024-11-03 10:46:24+00:00,45244300771,115.435,m
2024-11-22 20:38:22+00:00,45244300771,113.0391,m
2024-11-24 07:31:29+00:00,45244300771,113.985,m
2024-12-13 17:23:26+00:00,45244300771,113.1095,m
2025-01-03 14:08:30+00:00,45244300771,114.0199,m
2025-01-05 01:01:38+00:00,45244300771,114.063,m
2025-01-24 10:53:35+00:00,45244300771,112.8291,m
2025-01-25 21:46:42+00:00,45244300771,112.9318,m
2025-02-14 07:38:39+00:00,45244300771,112.3936,m
2025-02-15 18:31:46+00:00,45244300771,113.4082,m
2025-03-07 04:23:43+00:00,45244300771,113.131,m
2025-03-08 15:16:50+00:00,45244300771,112.6045,m
2025-03-28 01:08:48+00:00,45244300771,113.8072,m
2025-03-29 12:01:55+00:00,45244300771,112.4863,m
2025-04-17 21:53:53+00:00,45244300771,112.7256,m
2025-04-19 08:47:01+00:00,45244300771,112.9764,m
