Date,reach_id,wse,wse_units
2023-12-22 11:28:56+00:00,45220401461,6.5804,m
2024-01-12 08:14:01+00:00,45220401461,2.285,m
2024-02-02 04:59:08+00:00,45220401461,6.4063,m
2024-10-18 01:27:36+00:00,45220401461,5.9751,m
2024-10-30 10:45:09+00:00,45220401461,5.4257,m
2024-11-20 07:30:14+00:00,45220401461,7.242,m
2024-12-11 04:15:18+00:00,45220401461,9.6209,m
2025-01-30 09:12:58+00:00,45220401461,12.7207,m
2025-02-11 18:30:31+00:00,45220401461,7.3317,m
2025-02-20 05:58:03+00:00,45220401461,12.3598,m
2025-03-04 15:15:35+00:00,45220401461,3.3186,m
2025-03-13 02:43:06+00:00,45220401461,2.1874,m
2025-03-25 12:00:41+00:00,45220401461,5.2298,m
2025-04-02 23:28:10+00:00,45220401461,13.1237,m
2025-04-15 08:45:46+00:00,45220401461,18.144,m
